"sigma","tpr","fpr","noise","freq","nr_transition_days","window_size_days","nr_baselinedays","ews"
2.25,0.06,0.066,8,18,50,10,50,"Spatial-Variance"
2.5,0.036,0.046,8,18,50,10,50,"Spatial-Variance"
2.75,0.026,0.03,8,18,50,10,50,"Spatial-Variance"
3,0.016,0.016,8,18,50,10,50,"Spatial-Variance"
3.25,0.006,0.01,8,18,50,10,50,"Spatial-Variance"
3.5,0,0.008,8,18,50,10,50,"Spatial-Variance"
3.75,0,0.002,8,18,50,10,50,"Spatial-Variance"
4,0,0.002,8,18,50,10,50,"Spatial-Variance"
4.25,0,0.002,8,18,50,10,50,"Spatial-Variance"
4.5,0,0.002,8,18,50,10,50,"Spatial-Variance"
4.75,0,0.002,8,18,50,10,50,"Spatial-Variance"
5,0,0.002,8,18,50,10,50,"Spatial-Variance"
5.25,0,0.002,8,18,50,10,50,"Spatial-Variance"
5.5,0,0.002,8,18,50,10,50,"Spatial-Variance"
5.75,0,0.002,8,18,50,10,50,"Spatial-Variance"
6,0,0.002,8,18,50,10,50,"Spatial-Variance"
0.25,0.58,0.702,10,18,50,10,50,"Spatial-Variance"
0.5,0.486,0.584,10,18,50,10,50,"Spatial-Variance"
0.75,0.384,0.486,10,18,50,10,50,"Spatial-Variance"
1,0.314,0.382,10,18,50,10,50,"Spatial-Variance"
1.25,0.232,0.288,10,18,50,10,50,"Spatial-Variance"
1.5,0.168,0.206,10,18,50,10,50,"Spatial-Variance"
1.75,0.12,0.162,10,18,50,10,50,"Spatial-Variance"
2,0.084,0.118,10,18,50,10,50,"Spatial-Variance"
2.25,0.056,0.066,10,18,50,10,50,"Spatial-Variance"
2.5,0.046,0.052,10,18,50,10,50,"Spatial-Variance"
2.75,0.028,0.032,10,18,50,10,50,"Spatial-Variance"
3,0.014,0.016,10,18,50,10,50,"Spatial-Variance"
3.25,0.008,0.01,10,18,50,10,50,"Spatial-Variance"
3.5,0.004,0.006,10,18,50,10,50,"Spatial-Variance"
3.75,0.002,0.002,10,18,50,10,50,"Spatial-Variance"
4,0.002,0.002,10,18,50,10,50,"Spatial-Variance"
4.25,0.002,0,10,18,50,10,50,"Spatial-Variance"
4.5,0.002,0,10,18,50,10,50,"Spatial-Variance"
4.75,0.002,0,10,18,50,10,50,"Spatial-Variance"
5,0,0,10,18,50,10,50,"Spatial-Variance"
5.25,0,0,10,18,50,10,50,"Spatial-Variance"
5.5,0,0,10,18,50,10,50,"Spatial-Variance"
5.75,0,0,10,18,50,10,50,"Spatial-Variance"
6,0,0,10,18,50,10,50,"Spatial-Variance"
0.25,0.54,0.718,4,90,50,10,50,"Spatial-Variance"
0.5,0.438,0.606,4,90,50,10,50,"Spatial-Variance"
0.75,0.364,0.494,4,90,50,10,50,"Spatial-Variance"
1,0.254,0.374,4,90,50,10,50,"Spatial-Variance"
1.25,0.17,0.278,4,90,50,10,50,"Spatial-Variance"
1.5,0.11,0.212,4,90,50,10,50,"Spatial-Variance"
1.75,0.074,0.154,4,90,50,10,50,"Spatial-Variance"
2,0.05,0.114,4,90,50,10,50,"Spatial-Variance"
2.25,0.032,0.07,4,90,50,10,50,"Spatial-Variance"
2.5,0.014,0.042,4,90,50,10,50,"Spatial-Variance"
2.75,0.006,0.022,4,90,50,10,50,"Spatial-Variance"
3,0.002,0.014,4,90,50,10,50,"Spatial-Variance"
3.25,0.002,0.01,4,90,50,10,50,"Spatial-Variance"
3.5,0.002,0.008,4,90,50,10,50,"Spatial-Variance"
3.75,0,0.004,4,90,50,10,50,"Spatial-Variance"
4,0,0.004,4,90,50,10,50,"Spatial-Variance"
4.25,0,0.002,4,90,50,10,50,"Spatial-Variance"
4.5,0,0,4,90,50,10,50,"Spatial-Variance"
4.75,0,0,4,90,50,10,50,"Spatial-Variance"
5,0,0,4,90,50,10,50,"Spatial-Variance"
5.25,0,0,4,90,50,10,50,"Spatial-Variance"
5.5,0,0,4,90,50,10,50,"Spatial-Variance"
5.75,0,0,4,90,50,10,50,"Spatial-Variance"
6,0,0,4,90,50,10,50,"Spatial-Variance"
0.25,0.572,0.686,6,90,50,10,50,"Spatial-Variance"
0.5,0.474,0.558,6,90,50,10,50,"Spatial-Variance"
0.75,0.366,0.462,6,90,50,10,50,"Spatial-Variance"
1,0.278,0.344,6,90,50,10,50,"Spatial-Variance"
1.25,0.218,0.262,6,90,50,10,50,"Spatial-Variance"
1.5,0.154,0.2,6,90,50,10,50,"Spatial-Variance"
1.75,0.106,0.16,6,90,50,10,50,"Spatial-Variance"
2,0.074,0.088,6,90,50,10,50,"Spatial-Variance"
2.25,0.052,0.056,6,90,50,10,50,"Spatial-Variance"
2.5,0.024,0.034,6,90,50,10,50,"Spatial-Variance"
2.75,0.016,0.02,6,90,50,10,50,"Spatial-Variance"
3,0.01,0.006,6,90,50,10,50,"Spatial-Variance"
3.25,0.004,0.004,6,90,50,10,50,"Spatial-Variance"
3.5,0,0.004,6,90,50,10,50,"Spatial-Variance"
3.75,0,0.002,6,90,50,10,50,"Spatial-Variance"
4,0,0,6,90,50,10,50,"Spatial-Variance"
4.25,0,0,6,90,50,10,50,"Spatial-Variance"
4.5,0,0,6,90,50,10,50,"Spatial-Variance"
4.75,0,0,6,90,50,10,50,"Spatial-Variance"
5,0,0,6,90,50,10,50,"Spatial-Variance"
5.25,0,0,6,90,50,10,50,"Spatial-Variance"
5.5,0,0,6,90,50,10,50,"Spatial-Variance"
5.75,0,0,6,90,50,10,50,"Spatial-Variance"
6,0,0,6,90,50,10,50,"Spatial-Variance"
0.25,0.57,0.694,8,90,50,10,50,"Spatial-Variance"
0.5,0.476,0.596,8,90,50,10,50,"Spatial-Variance"
0.75,0.37,0.484,8,90,50,10,50,"Spatial-Variance"
1,0.294,0.384,8,90,50,10,50,"Spatial-Variance"
1.25,0.228,0.29,8,90,50,10,50,"Spatial-Variance"
1.5,0.164,0.212,8,90,50,10,50,"Spatial-Variance"
1.75,0.114,0.126,8,90,50,10,50,"Spatial-Variance"
2,0.074,0.078,8,90,50,10,50,"Spatial-Variance"
2.25,0.044,0.05,8,90,50,10,50,"Spatial-Variance"
2.5,0.028,0.028,8,90,50,10,50,"Spatial-Variance"
2.75,0.02,0.022,8,90,50,10,50,"Spatial-Variance"
3,0.01,0.008,8,90,50,10,50,"Spatial-Variance"
3.25,0.008,0.006,8,90,50,10,50,"Spatial-Variance"
3.5,0.004,0.004,8,90,50,10,50,"Spatial-Variance"
3.75,0,0.002,8,90,50,10,50,"Spatial-Variance"
4,0,0.002,8,90,50,10,50,"Spatial-Variance"
4.25,0,0.002,8,90,50,10,50,"Spatial-Variance"
4.5,0,0,8,90,50,10,50,"Spatial-Variance"
4.75,0,0,8,90,50,10,50,"Spatial-Variance"
5,0,0,8,90,50,10,50,"Spatial-Variance"
5.25,0,0,8,90,50,10,50,"Spatial-Variance"
5.5,0,0,8,90,50,10,50,"Spatial-Variance"
5.75,0,0,8,90,50,10,50,"Spatial-Variance"
6,0,0,8,90,50,10,50,"Spatial-Variance"
0.25,0.634,0.734,10,90,50,10,50,"Spatial-Variance"
0.5,0.492,0.6,10,90,50,10,50,"Spatial-Variance"
0.75,0.396,0.482,10,90,50,10,50,"Spatial-Variance"
1,0.326,0.37,10,90,50,10,50,"Spatial-Variance"
1.25,0.228,0.272,10,90,50,10,50,"Spatial-Variance"
1.5,0.144,0.196,10,90,50,10,50,"Spatial-Variance"
1.75,0.1,0.138,10,90,50,10,50,"Spatial-Variance"
2,0.064,0.09,10,90,50,10,50,"Spatial-Variance"
2.25,0.046,0.06,10,90,50,10,50,"Spatial-Variance"
2.5,0.036,0.046,10,90,50,10,50,"Spatial-Variance"
2.75,0.026,0.032,10,90,50,10,50,"Spatial-Variance"
3,0.012,0.016,10,90,50,10,50,"Spatial-Variance"
3.25,0.006,0.012,10,90,50,10,50,"Spatial-Variance"
3.5,0.006,0.008,10,90,50,10,50,"Spatial-Variance"
3.75,0.004,0.006,10,90,50,10,50,"Spatial-Variance"
4,0.004,0.006,10,90,50,10,50,"Spatial-Variance"
4.25,0.004,0,10,90,50,10,50,"Spatial-Variance"
4.5,0.004,0,10,90,50,10,50,"Spatial-Variance"
4.75,0,0,10,90,50,10,50,"Spatial-Variance"
5,0,0,10,90,50,10,50,"Spatial-Variance"
5.25,0,0,10,90,50,10,50,"Spatial-Variance"
5.5,0,0,10,90,50,10,50,"Spatial-Variance"
5.75,0,0,10,90,50,10,50,"Spatial-Variance"
6,0,0,10,90,50,10,50,"Spatial-Variance"
0.25,0.486,0.744,4,9,10,25,50,"Spatial-Variance"
0.5,0.446,0.67,4,9,10,25,50,"Spatial-Variance"
0.75,0.374,0.62,4,9,10,25,50,"Spatial-Variance"
1,0.32,0.542,4,9,10,25,50,"Spatial-Variance"
1.25,0.26,0.472,4,9,10,25,50,"Spatial-Variance"
1.5,0.212,0.428,4,9,10,25,50,"Spatial-Variance"
1.75,0.162,0.348,4,9,10,25,50,"Spatial-Variance"
2,0.126,0.306,4,9,10,25,50,"Spatial-Variance"
2.25,0.072,0.254,4,9,10,25,50,"Spatial-Variance"
2.5,0.044,0.218,4,9,10,25,50,"Spatial-Variance"
2.75,0.026,0.178,4,9,10,25,50,"Spatial-Variance"
3,0.018,0.148,4,9,10,25,50,"Spatial-Variance"
3.25,0.014,0.12,4,9,10,25,50,"Spatial-Variance"
3.5,0.01,0.096,4,9,10,25,50,"Spatial-Variance"
3.75,0.004,0.074,4,9,10,25,50,"Spatial-Variance"
4,0.004,0.064,4,9,10,25,50,"Spatial-Variance"
4.25,0.002,0.052,4,9,10,25,50,"Spatial-Variance"
4.5,0,0.046,4,9,10,25,50,"Spatial-Variance"
4.75,0,0.042,4,9,10,25,50,"Spatial-Variance"
5,0,0.04,4,9,10,25,50,"Spatial-Variance"
5.25,0,0.028,4,9,10,25,50,"Spatial-Variance"
5.5,0,0.02,4,9,10,25,50,"Spatial-Variance"
5.75,0,0.014,4,9,10,25,50,"Spatial-Variance"
6,0,0.008,4,9,10,25,50,"Spatial-Variance"
0.25,0.484,0.7,6,9,10,25,50,"Spatial-Variance"
0.5,0.434,0.632,6,9,10,25,50,"Spatial-Variance"
0.75,0.386,0.58,6,9,10,25,50,"Spatial-Variance"
1,0.33,0.54,6,9,10,25,50,"Spatial-Variance"
1.25,0.26,0.482,6,9,10,25,50,"Spatial-Variance"
1.5,0.196,0.408,6,9,10,25,50,"Spatial-Variance"
1.75,0.162,0.338,6,9,10,25,50,"Spatial-Variance"
2,0.126,0.278,6,9,10,25,50,"Spatial-Variance"
2.25,0.086,0.214,6,9,10,25,50,"Spatial-Variance"
2.5,0.068,0.168,6,9,10,25,50,"Spatial-Variance"
2.75,0.036,0.138,6,9,10,25,50,"Spatial-Variance"
3,0.014,0.106,6,9,10,25,50,"Spatial-Variance"
3.25,0.012,0.086,6,9,10,25,50,"Spatial-Variance"
3.5,0.008,0.06,6,9,10,25,50,"Spatial-Variance"
3.75,0.002,0.042,6,9,10,25,50,"Spatial-Variance"
4,0.002,0.03,6,9,10,25,50,"Spatial-Variance"
4.25,0,0.024,6,9,10,25,50,"Spatial-Variance"
4.5,0,0.014,6,9,10,25,50,"Spatial-Variance"
4.75,0,0.012,6,9,10,25,50,"Spatial-Variance"
5,0,0.01,6,9,10,25,50,"Spatial-Variance"
5.25,0,0.006,6,9,10,25,50,"Spatial-Variance"
5.5,0,0.004,6,9,10,25,50,"Spatial-Variance"
5.75,0,0.002,6,9,10,25,50,"Spatial-Variance"
6,0,0.002,6,9,10,25,50,"Spatial-Variance"
0.25,0.512,0.724,8,9,10,25,50,"Spatial-Variance"
0.5,0.46,0.656,8,9,10,25,50,"Spatial-Variance"
0.75,0.418,0.592,8,9,10,25,50,"Spatial-Variance"
1,0.344,0.546,8,9,10,25,50,"Spatial-Variance"
1.25,0.282,0.468,8,9,10,25,50,"Spatial-Variance"
1.5,0.218,0.386,8,9,10,25,50,"Spatial-Variance"
1.75,0.17,0.322,8,9,10,25,50,"Spatial-Variance"
2,0.132,0.262,8,9,10,25,50,"Spatial-Variance"
2.25,0.084,0.234,8,9,10,25,50,"Spatial-Variance"
2.5,0.064,0.192,8,9,10,25,50,"Spatial-Variance"
2.75,0.042,0.158,8,9,10,25,50,"Spatial-Variance"
3,0.038,0.138,8,9,10,25,50,"Spatial-Variance"
3.25,0.026,0.104,8,9,10,25,50,"Spatial-Variance"
3.5,0.018,0.078,8,9,10,25,50,"Spatial-Variance"
3.75,0.014,0.06,8,9,10,25,50,"Spatial-Variance"
4,0.006,0.04,8,9,10,25,50,"Spatial-Variance"
4.25,0.006,0.026,8,9,10,25,50,"Spatial-Variance"
4.5,0.002,0.022,8,9,10,25,50,"Spatial-Variance"
4.75,0.002,0.02,8,9,10,25,50,"Spatial-Variance"
5,0.002,0.016,8,9,10,25,50,"Spatial-Variance"
5.25,0.002,0.012,8,9,10,25,50,"Spatial-Variance"
5.5,0,0.012,8,9,10,25,50,"Spatial-Variance"
5.75,0,0.012,8,9,10,25,50,"Spatial-Variance"
6,0,0.012,8,9,10,25,50,"Spatial-Variance"
0.25,0.58,0.708,10,9,10,25,50,"Spatial-Variance"
0.5,0.506,0.636,10,9,10,25,50,"Spatial-Variance"
0.75,0.47,0.584,10,9,10,25,50,"Spatial-Variance"
1,0.41,0.516,10,9,10,25,50,"Spatial-Variance"
1.25,0.336,0.448,10,9,10,25,50,"Spatial-Variance"
1.5,0.268,0.378,10,9,10,25,50,"Spatial-Variance"
1.75,0.2,0.312,10,9,10,25,50,"Spatial-Variance"
2,0.118,0.264,10,9,10,25,50,"Spatial-Variance"
2.25,0.074,0.222,10,9,10,25,50,"Spatial-Variance"
2.5,0.044,0.186,10,9,10,25,50,"Spatial-Variance"
2.75,0.022,0.152,10,9,10,25,50,"Spatial-Variance"
3,0.018,0.116,10,9,10,25,50,"Spatial-Variance"
3.25,0.014,0.09,10,9,10,25,50,"Spatial-Variance"
3.5,0.014,0.062,10,9,10,25,50,"Spatial-Variance"
3.75,0.01,0.046,10,9,10,25,50,"Spatial-Variance"
4,0.006,0.03,10,9,10,25,50,"Spatial-Variance"
4.25,0.004,0.024,10,9,10,25,50,"Spatial-Variance"
4.5,0.002,0.02,10,9,10,25,50,"Spatial-Variance"
4.75,0.002,0.018,10,9,10,25,50,"Spatial-Variance"
5,0.002,0.018,10,9,10,25,50,"Spatial-Variance"
5.25,0.002,0.014,10,9,10,25,50,"Spatial-Variance"
5.5,0,0.014,10,9,10,25,50,"Spatial-Variance"
5.75,0,0.01,10,9,10,25,50,"Spatial-Variance"
6,0,0.008,10,9,10,25,50,"Spatial-Variance"
0.25,0.48,0.724,4,18,10,25,50,"Spatial-Variance"
0.5,0.42,0.674,4,18,10,25,50,"Spatial-Variance"
0.75,0.356,0.62,4,18,10,25,50,"Spatial-Variance"
1,0.318,0.546,4,18,10,25,50,"Spatial-Variance"
1.25,0.27,0.484,4,18,10,25,50,"Spatial-Variance"
1.5,0.21,0.432,4,18,10,25,50,"Spatial-Variance"
1.75,0.154,0.364,4,18,10,25,50,"Spatial-Variance"
2,0.098,0.302,4,18,10,25,50,"Spatial-Variance"
2.25,0.066,0.256,4,18,10,25,50,"Spatial-Variance"
2.5,0.036,0.2,4,18,10,25,50,"Spatial-Variance"
2.75,0.018,0.172,4,18,10,25,50,"Spatial-Variance"
3,0.008,0.13,4,18,10,25,50,"Spatial-Variance"
3.25,0.006,0.114,4,18,10,25,50,"Spatial-Variance"
3.5,0.004,0.096,4,18,10,25,50,"Spatial-Variance"
3.75,0.004,0.08,4,18,10,25,50,"Spatial-Variance"
4,0.002,0.064,4,18,10,25,50,"Spatial-Variance"
4.25,0.002,0.054,4,18,10,25,50,"Spatial-Variance"
4.5,0,0.038,4,18,10,25,50,"Spatial-Variance"
4.75,0,0.028,4,18,10,25,50,"Spatial-Variance"
5,0,0.024,4,18,10,25,50,"Spatial-Variance"
5.25,0,0.024,4,18,10,25,50,"Spatial-Variance"
5.5,0,0.022,4,18,10,25,50,"Spatial-Variance"
5.75,0,0.014,4,18,10,25,50,"Spatial-Variance"
6,0,0.012,4,18,10,25,50,"Spatial-Variance"
0.25,0.5,0.716,6,18,10,25,50,"Spatial-Variance"
0.5,0.46,0.64,6,18,10,25,50,"Spatial-Variance"
0.75,0.39,0.582,6,18,10,25,50,"Spatial-Variance"
1,0.334,0.528,6,18,10,25,50,"Spatial-Variance"
1.25,0.272,0.474,6,18,10,25,50,"Spatial-Variance"
1.5,0.216,0.374,6,18,10,25,50,"Spatial-Variance"
1.75,0.154,0.31,6,18,10,25,50,"Spatial-Variance"
2,0.114,0.262,6,18,10,25,50,"Spatial-Variance"
2.25,0.086,0.196,6,18,10,25,50,"Spatial-Variance"
2.5,0.058,0.152,6,18,10,25,50,"Spatial-Variance"
2.75,0.028,0.122,6,18,10,25,50,"Spatial-Variance"
3,0.016,0.088,6,18,10,25,50,"Spatial-Variance"
3.25,0.01,0.068,6,18,10,25,50,"Spatial-Variance"
3.5,0.004,0.052,6,18,10,25,50,"Spatial-Variance"
3.75,0,0.032,6,18,10,25,50,"Spatial-Variance"
4,0,0.026,6,18,10,25,50,"Spatial-Variance"
4.25,0,0.018,6,18,10,25,50,"Spatial-Variance"
4.5,0,0.016,6,18,10,25,50,"Spatial-Variance"
4.75,0,0.012,6,18,10,25,50,"Spatial-Variance"
5,0,0.01,6,18,10,25,50,"Spatial-Variance"
5.25,0,0.008,6,18,10,25,50,"Spatial-Variance"
5.5,0,0.004,6,18,10,25,50,"Spatial-Variance"
5.75,0,0.002,6,18,10,25,50,"Spatial-Variance"
6,0,0.002,6,18,10,25,50,"Spatial-Variance"
0.25,0.514,0.728,8,18,10,25,50,"Spatial-Variance"
0.5,0.454,0.676,8,18,10,25,50,"Spatial-Variance"
0.75,0.388,0.614,8,18,10,25,50,"Spatial-Variance"
1,0.344,0.552,8,18,10,25,50,"Spatial-Variance"
1.25,0.292,0.474,8,18,10,25,50,"Spatial-Variance"
1.5,0.23,0.398,8,18,10,25,50,"Spatial-Variance"
1.75,0.178,0.344,8,18,10,25,50,"Spatial-Variance"
2,0.134,0.284,8,18,10,25,50,"Spatial-Variance"
2.25,0.094,0.23,8,18,10,25,50,"Spatial-Variance"
2.5,0.064,0.2,8,18,10,25,50,"Spatial-Variance"
2.75,0.04,0.154,8,18,10,25,50,"Spatial-Variance"
3,0.026,0.126,8,18,10,25,50,"Spatial-Variance"
3.25,0.016,0.104,8,18,10,25,50,"Spatial-Variance"
3.5,0.012,0.086,8,18,10,25,50,"Spatial-Variance"
3.75,0.008,0.062,8,18,10,25,50,"Spatial-Variance"
4,0.004,0.038,8,18,10,25,50,"Spatial-Variance"
4.25,0,0.026,8,18,10,25,50,"Spatial-Variance"
4.5,0,0.016,8,18,10,25,50,"Spatial-Variance"
4.75,0,0.014,8,18,10,25,50,"Spatial-Variance"
5,0,0.012,8,18,10,25,50,"Spatial-Variance"
5.25,0,0.012,8,18,10,25,50,"Spatial-Variance"
5.5,0,0.012,8,18,10,25,50,"Spatial-Variance"
5.75,0,0.008,8,18,10,25,50,"Spatial-Variance"
6,0,0.008,8,18,10,25,50,"Spatial-Variance"
0.25,0.558,0.686,10,18,10,25,50,"Spatial-Variance"
0.5,0.504,0.63,10,18,10,25,50,"Spatial-Variance"
0.75,0.446,0.57,10,18,10,25,50,"Spatial-Variance"
1,0.376,0.506,10,18,10,25,50,"Spatial-Variance"
1.25,0.328,0.446,10,18,10,25,50,"Spatial-Variance"
1.5,0.246,0.372,10,18,10,25,50,"Spatial-Variance"
1.75,0.176,0.314,10,18,10,25,50,"Spatial-Variance"
2,0.11,0.266,10,18,10,25,50,"Spatial-Variance"
2.25,0.06,0.216,10,18,10,25,50,"Spatial-Variance"
2.5,0.032,0.178,10,18,10,25,50,"Spatial-Variance"
2.75,0.016,0.142,10,18,10,25,50,"Spatial-Variance"
3,0.012,0.108,10,18,10,25,50,"Spatial-Variance"
3.25,0.012,0.084,10,18,10,25,50,"Spatial-Variance"
3.5,0.004,0.058,10,18,10,25,50,"Spatial-Variance"
3.75,0.004,0.044,10,18,10,25,50,"Spatial-Variance"
4,0.002,0.036,10,18,10,25,50,"Spatial-Variance"
4.25,0.002,0.03,10,18,10,25,50,"Spatial-Variance"
4.5,0.002,0.022,10,18,10,25,50,"Spatial-Variance"
4.75,0,0.02,10,18,10,25,50,"Spatial-Variance"
5,0,0.016,10,18,10,25,50,"Spatial-Variance"
5.25,0,0.01,10,18,10,25,50,"Spatial-Variance"
5.5,0,0.004,10,18,10,25,50,"Spatial-Variance"
5.75,0,0.004,10,18,10,25,50,"Spatial-Variance"
6,0,0.004,10,18,10,25,50,"Spatial-Variance"
0.25,0.47,0.716,4,90,10,25,50,"Spatial-Variance"
0.5,0.408,0.658,4,90,10,25,50,"Spatial-Variance"
0.75,0.364,0.588,4,90,10,25,50,"Spatial-Variance"
1,0.294,0.532,4,90,10,25,50,"Spatial-Variance"
1.25,0.236,0.46,4,90,10,25,50,"Spatial-Variance"
1.5,0.174,0.386,4,90,10,25,50,"Spatial-Variance"
1.75,0.124,0.326,4,90,10,25,50,"Spatial-Variance"
2,0.094,0.268,4,90,10,25,50,"Spatial-Variance"
2.25,0.072,0.22,4,90,10,25,50,"Spatial-Variance"
2.5,0.05,0.176,4,90,10,25,50,"Spatial-Variance"
2.75,0.036,0.146,4,90,10,25,50,"Spatial-Variance"
3,0.026,0.118,4,90,10,25,50,"Spatial-Variance"
3.25,0.012,0.088,4,90,10,25,50,"Spatial-Variance"
3.5,0.01,0.068,4,90,10,25,50,"Spatial-Variance"
3.75,0.002,0.056,4,90,10,25,50,"Spatial-Variance"
4,0.002,0.052,4,90,10,25,50,"Spatial-Variance"
4.25,0.002,0.036,4,90,10,25,50,"Spatial-Variance"
4.5,0.002,0.024,4,90,10,25,50,"Spatial-Variance"
4.75,0,0.016,4,90,10,25,50,"Spatial-Variance"
5,0,0.014,4,90,10,25,50,"Spatial-Variance"
5.25,0,0.01,4,90,10,25,50,"Spatial-Variance"
5.5,0,0.008,4,90,10,25,50,"Spatial-Variance"
5.75,0,0.008,4,90,10,25,50,"Spatial-Variance"
6,0,0.008,4,90,10,25,50,"Spatial-Variance"
0.25,0.518,0.66,6,90,10,25,50,"Spatial-Variance"
0.5,0.464,0.608,6,90,10,25,50,"Spatial-Variance"
0.75,0.396,0.544,6,90,10,25,50,"Spatial-Variance"
1,0.33,0.476,6,90,10,25,50,"Spatial-Variance"
1.25,0.26,0.42,6,90,10,25,50,"Spatial-Variance"
1.5,0.216,0.37,6,90,10,25,50,"Spatial-Variance"
1.75,0.174,0.296,6,90,10,25,50,"Spatial-Variance"
2,0.112,0.236,6,90,10,25,50,"Spatial-Variance"
2.25,0.082,0.172,6,90,10,25,50,"Spatial-Variance"
2.5,0.054,0.134,6,90,10,25,50,"Spatial-Variance"
2.75,0.04,0.098,6,90,10,25,50,"Spatial-Variance"
3,0.026,0.072,6,90,10,25,50,"Spatial-Variance"
3.25,0.02,0.05,6,90,10,25,50,"Spatial-Variance"
3.5,0.016,0.034,6,90,10,25,50,"Spatial-Variance"
3.75,0.01,0.028,6,90,10,25,50,"Spatial-Variance"
4,0.004,0.022,6,90,10,25,50,"Spatial-Variance"
4.25,0.002,0.014,6,90,10,25,50,"Spatial-Variance"
4.5,0,0.008,6,90,10,25,50,"Spatial-Variance"
4.75,0,0.008,6,90,10,25,50,"Spatial-Variance"
5,0,0.008,6,90,10,25,50,"Spatial-Variance"
5.25,0,0.006,6,90,10,25,50,"Spatial-Variance"
5.5,0,0.004,6,90,10,25,50,"Spatial-Variance"
5.75,0,0.004,6,90,10,25,50,"Spatial-Variance"
6,0,0.002,6,90,10,25,50,"Spatial-Variance"
0.25,0.516,0.716,8,90,10,25,50,"Spatial-Variance"
0.5,0.456,0.656,8,90,10,25,50,"Spatial-Variance"
0.75,0.388,0.592,8,90,10,25,50,"Spatial-Variance"
1,0.338,0.51,8,90,10,25,50,"Spatial-Variance"
1.25,0.274,0.464,8,90,10,25,50,"Spatial-Variance"
1.5,0.226,0.414,8,90,10,25,50,"Spatial-Variance"
1.75,0.164,0.354,8,90,10,25,50,"Spatial-Variance"
2,0.11,0.272,8,90,10,25,50,"Spatial-Variance"
2.25,0.062,0.224,8,90,10,25,50,"Spatial-Variance"
2.5,0.042,0.17,8,90,10,25,50,"Spatial-Variance"
2.75,0.028,0.14,8,90,10,25,50,"Spatial-Variance"
3,0.018,0.11,8,90,10,25,50,"Spatial-Variance"
3.25,0.006,0.09,8,90,10,25,50,"Spatial-Variance"
3.5,0.002,0.07,8,90,10,25,50,"Spatial-Variance"
3.75,0.002,0.052,8,90,10,25,50,"Spatial-Variance"
4,0.002,0.042,8,90,10,25,50,"Spatial-Variance"
4.25,0.002,0.028,8,90,10,25,50,"Spatial-Variance"
4.5,0,0.02,8,90,10,25,50,"Spatial-Variance"
4.75,0,0.012,8,90,10,25,50,"Spatial-Variance"
5,0,0.006,8,90,10,25,50,"Spatial-Variance"
5.25,0,0.004,8,90,10,25,50,"Spatial-Variance"
5.5,0,0.004,8,90,10,25,50,"Spatial-Variance"
5.75,0,0.004,8,90,10,25,50,"Spatial-Variance"
6,0,0.002,8,90,10,25,50,"Spatial-Variance"
0.25,0.528,0.68,10,90,10,25,50,"Spatial-Variance"
0.5,0.464,0.602,10,90,10,25,50,"Spatial-Variance"
0.75,0.412,0.544,10,90,10,25,50,"Spatial-Variance"
1,0.34,0.472,10,90,10,25,50,"Spatial-Variance"
1.25,0.29,0.404,10,90,10,25,50,"Spatial-Variance"
1.5,0.222,0.34,10,90,10,25,50,"Spatial-Variance"
1.75,0.188,0.278,10,90,10,25,50,"Spatial-Variance"
2,0.136,0.228,10,90,10,25,50,"Spatial-Variance"
2.25,0.096,0.184,10,90,10,25,50,"Spatial-Variance"
2.5,0.068,0.14,10,90,10,25,50,"Spatial-Variance"
2.75,0.046,0.112,10,90,10,25,50,"Spatial-Variance"
3,0.026,0.086,10,90,10,25,50,"Spatial-Variance"
3.25,0.016,0.064,10,90,10,25,50,"Spatial-Variance"
3.5,0.006,0.05,10,90,10,25,50,"Spatial-Variance"
3.75,0,0.038,10,90,10,25,50,"Spatial-Variance"
4,0,0.026,10,90,10,25,50,"Spatial-Variance"
4.25,0,0.018,10,90,10,25,50,"Spatial-Variance"
4.5,0,0.018,10,90,10,25,50,"Spatial-Variance"
4.75,0,0.012,10,90,10,25,50,"Spatial-Variance"
5,0,0.01,10,90,10,25,50,"Spatial-Variance"
5.25,0,0.008,10,90,10,25,50,"Spatial-Variance"
5.5,0,0.006,10,90,10,25,50,"Spatial-Variance"
5.75,0,0.004,10,90,10,25,50,"Spatial-Variance"
6,0,0.004,10,90,10,25,50,"Spatial-Variance"
0.25,0.514,0.744,4,9,25,25,50,"Spatial-Variance"
0.5,0.444,0.67,4,9,25,25,50,"Spatial-Variance"
0.75,0.386,0.62,4,9,25,25,50,"Spatial-Variance"
1,0.34,0.542,4,9,25,25,50,"Spatial-Variance"
1.25,0.274,0.472,4,9,25,25,50,"Spatial-Variance"
1.5,0.216,0.428,4,9,25,25,50,"Spatial-Variance"
1.75,0.168,0.348,4,9,25,25,50,"Spatial-Variance"
2,0.124,0.306,4,9,25,25,50,"Spatial-Variance"
2.25,0.09,0.254,4,9,25,25,50,"Spatial-Variance"
2.5,0.056,0.218,4,9,25,25,50,"Spatial-Variance"
2.75,0.034,0.178,4,9,25,25,50,"Spatial-Variance"
3,0.018,0.148,4,9,25,25,50,"Spatial-Variance"
3.25,0.012,0.12,4,9,25,25,50,"Spatial-Variance"
3.5,0.008,0.096,4,9,25,25,50,"Spatial-Variance"
3.75,0.004,0.074,4,9,25,25,50,"Spatial-Variance"
4,0.004,0.064,4,9,25,25,50,"Spatial-Variance"
